2. TRIFD,34. CHEMICAL
66115CMPRN2909C,"['Ammonia', 'Zinc compounds']"
66115CNTRL3130B,"['2-Phenylphenol', 'Certain glycol ethers', 'Sodium nitrite']"
66115CNTRL41FUN,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Chlorodifluoromethane (HCFC-22)', 'Chromium', 'Dichloromethane', 'Diisocyanates', 'Nickel', 'Trichlorofluoromethane (CFC-11)']"
66115CRTNT103FU,"['Ammonia', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Formaldehyde', 'Phenol']"
66115GMCCP3201F,"['1,2,4-Trimethylbenzene', 'Acetone', 'Benzene', 'Certain glycol ethers', 'Cyclohexane', 'Dichlorodifluoromethane (CFC-12)', 'Ethylbenzene', 'Ethylene glycol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese compounds', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid', 'Sodium nitrite', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Butyl alcohol']"
66115GNBNC3001F,"['Antimony', 'Antimony compounds', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Lead compounds', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66115LCTTC3255H,"['1,1,1-Trichloroethane', 'Acetone', 'Copper', 'Methyl ethyl ketone', 'Toluene', 'n-Hexane']"
66115LNWTR3155F,"['Phosphoric acid', 'Sodium nitrite', 'Zinc compounds']"
66115MBLKN966SU,"['1,2,4-Trimethylbenzene', 'Zinc compounds']"
66115MDWST100FU,"['Xylene (mixed isomers)', 'n-Butyl alcohol']"
66115NTRNT401KI,['Certain glycol ethers']
66115RCHHL3150F,"['Acrylic acid', 'Ammonia', 'Butyl acrylate', 'Ethyl acrylate', 'Formaldehyde', 'Methyl methacrylate', 'Styrene', 'Vinyl acetate']"
66115SLRGH2925F,['Acetone']
66115SNSHN801SU,['Ammonia']
66115WNSCR300SU,"['Ammonia', 'Ammonium sulfate (solution)', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Cobalt', 'Formaldehyde', 'Manganese compounds', 'Phenol', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66115XDCHM603SU,['Lead compounds']
66118CRGLL44EWI,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
66119BRDDN550SO,"['Chlorodifluoromethane (HCFC-22)', 'Dichlorodifluoromethane (CFC-12)', 'Phosphoric acid']"
66203CLRMN5012M,['Copper']
66203LCNTT9501W,['Copper']
66203TDMNF11415,['Copper']
66203VTCRF11100,"['Chromium', 'Nickel', 'Tetrachloroethylene']"
66204RTXMN7600W,['Dichloromethane']
66214NVRSL9090N,['Copper']
66215SPCRD9876P,"['Chromium', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds', 'Manganese', 'Manganese compounds', 'Nickel', 'Nickel compounds']"
66215THCCB9000M,"['Chlorine', 'Phosphoric acid']"
66215TRSRC14720,['Ethylene glycol']
66215VTRNR12340,['Phosphoric acid']
66216MBYCR12707,"['Fenthion', 'Naphthalene', 'Xylene (mixed isomers)']"
66217HDGDN6335L,['Nitroglycerin']
66219CLTTC15301,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66219KCCTN15555,"['Certain glycol ethers', 'Ethylbenzene', 'Lead compounds', 'Xylene (mixed isomers)']"
66227KCCTN8501H,"['Certain glycol ethers', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Ethylbenzene', 'Lead compounds', 'Xylene (mixed isomers)']"
66411TTNTR608SM,['Xylene (mixed isomers)']
66434BTBPR800SO,"['Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
66434WLDTL13THP,['Toluene']
66436BMBCNNORTH,['Xylene (mixed isomers)']
66441LCFJK1002N,['Copper']
66441RMRSW1920L,['Ammonia']
66442SDDSRAFZNE,"['Ethylene glycol', 'Tetrachloroethylene']"
66502PRKRH1501H,"['Bis(2-ethylhexyl) adipate', 'Di(2-ethylhexyl) phthalate', 'Zinc compounds']"
66508LNDLL1700M,"['Aluminum (fume or dust)', 'Chromium', 'Copper', 'Dichloromethane', 'Ethylbenzene', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Lead', 'Manganese', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Nickel', 'Phosphorus (yellow or white)', 'Toluene', 'Vanadium (except when contained in an alloy)', 'Xylene (mixed isomers)']"
66534MDMRC721OR,"['Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66534WNGRM714MA,['Chromium']
66536CSTMW314EA,['Xylene (mixed isomers)']
66536STMRY61661,['Styrene']
66538CRNDS31EAM,"['Methanol', 'Methyl ethyl ketone', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
66542FLXLN6000S,"['Ammonia', 'Carbon disulfide', 'Chlorine', 'Formaldehyde', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene']"
66547BLDRS600BA,"['Propylene', 'Xylene (mixed isomers)']"
66548LBRTY451HW,['n-Butyl alcohol']
66548TTNTR125WR,"['Toluene', 'Xylene (mixed isomers)']"
66603HLLSP320EC,['Phosphoric acid']
66607CRGLL20012,['Chlorine']
66607HSFDS3215E,['Ammonia']
66608NDSTR834NE,['Chromium compounds (except for chromite ore mined in the Transvaal Region)']
66609FRTLY4236K,"['Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid']"
66618THGDY2000N,"['Cobalt compounds', 'Zinc compounds']"
66618THQKR2200N,['Phosphoric acid']
66619SSXGRUNIVE,"['Antimony compounds', 'Copper', 'Copper compounds', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead', 'Lead compounds']"
66701DYCPRFORTS,['Zinc compounds']
66701GLMRT600NF,['Acetone']
66701NDZNG2401S,"['Diisocyanates', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66701PRLSS2403S,"['Certain glycol ethers', 'Xylene (mixed isomers)']"
66701TWRMT301NO,"['Chlorine', 'Copper compounds', 'Manganese compounds', 'Nickel compounds', 'Zinc compounds']"
66720HLTRL915WE,"['Toluene', 'Xylene (mixed isomers)']"
66720PCBRD210WM,['Copper']
66720SHGRVNORTH,"['1,1,1-Trichloroethane', '1,2,4-Trichlorobenzene', '1,2,4-Trimethylbenzene', '1,2-Dichlorobenzene', '1,2-Dichloroethane', 'Acetone', 'Acetonitrile', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzene', 'Chlorobenzene', 'Chromium', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper', 'Cumene', 'Di(2-ethylhexyl) phthalate', 'Dibutyl phthalate', 'Dichloromethane', 'Dimethyl phthalate', 'Ethylbenzene', 'Hexachlorobenzene', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead', 'Lead compounds', 'Manganese', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Naphthalene', 'Nickel', 'Nickel compounds', 'Phenol', 'Styrene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Tetrachlorvinphos', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)']"
66720THRMD201NA,"['Methyl ethyl ketone', 'Toluene', 'n-Hexane']"
66720YNGSW4115J,['Xylene (mixed isomers)']
66725BTTRBWK96X,['Copper']
66725CLCTRHWY69,['Xylene (mixed isomers)']
66725SLRRYSPORT,"['Ethylene glycol', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid']"
66736LFRGCSOUTH,"['1,1,1-Trichloroethane', '1,2,4-Trimethylbenzene', 'Acetaldehyde', 'Acetone', 'Acetonitrile', 'Benzene', 'Certain glycol ethers', 'Chlorobenzene', 'Chromium', 'Cresol (mixed isomers)', 'Cumene', 'Cyclohexanol', 'Dichloromethane', 'Dimethyl phthalate', 'Diphenylamine', 'Ethylbenzene', 'Ethylene glycol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'N-Methyl-2-pyrrolidone', 'Phenol', 'Styrene', 'Tetrachloroethylene', 'Toluene', 'Vinyl acetate', 'Xylene (mixed isomers)', 'n-Hexane', 'sec-Butyl alcohol']"
66736RCHRD209WE,['n-Hexane']
66736SYSTCCEMEN,"['Acetone', 'Dichloromethane', 'Ethylbenzene', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
66739GLPCHEASTC,"['Manganese compounds', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66739KMLMNW7THS,"['Chromium', 'Nickel']"
66739LLCCH22MIS,"['Acetaldehyde', 'Ammonia', 'Ammonium nitrate (solution)', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'o-Xylene']"
66740RSKNMCORNE,"['Chromium', 'Cobalt', 'Copper', 'Lead', 'Manganese', 'Nickel', 'Zinc compounds']"
66743TCSPC621WS,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
66748MNRCHRR2BO,"['Chromium', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66749GTSRB999MI,"['Di(2-ethylhexyl) phthalate', 'Lead compounds', 'Toluene', 'Zinc compounds']"
66749MDLND2702N,['Nitric acid']
66749RSSLL1995M,['Ammonia']
66757FBRGL1101I,"['Acetone', 'Styrene']"
66757FBRGL1705N,"['Acetone', 'Diisocyanates', 'Dimethyl phthalate', 'Methyl methacrylate', 'Styrene', 'n-Hexane']"
66757PRSTG1101I,"['Acetone', 'Ethylene glycol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
66762CSTLG911EJ,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Certain glycol ethers', 'Diisocyanates']"
66762KCHCH22MIL,"['Acetaldehyde', 'Acetone', 'Allyl chloride', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Biphenyl', 'Chlorine', 'Chlorobenzene', 'Chloroethane', 'Chloromethane', 'Dichloromethane', 'Hydrazine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese compounds', 'Methanol', 'Ozone', 'Phenol', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Xylene (mixed isomers)', 'm-Cresol', 'n-Butyl alcohol', 'p-Cresol']"
66762MCPRT826E4,['Diisocyanates']
66762PTTSB2705A,['Copper']
66762SPRRN1500E,"['Aluminum (fume or dust)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
66801BNGCR700EF,['n-Hexane']
66801BPNCX2101W,"['Ammonia', 'Phosphoric acid']"
66801MDNMN1401I,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Copper', 'Diisocyanates', 'Lead', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Zinc compounds', 'sec-Butyl alcohol']"
66839SHRWDRT1HW,['Toluene']
66852CNTRT408AT,['Acetone']
66901CLDCR1716Q,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Manganese compounds']"
67002NTRNT215E1,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Chlorodifluoromethane (HCFC-22)', 'Diisocyanates']"
67002PRTTL630E1,"['1,1,1-Trichloroethane', '1,2,4-Trimethylbenzene', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Certain glycol ethers', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Cobalt compounds', 'Di(2-ethylhexyl) phthalate', 'Dibutyl phthalate', 'Diisocyanates', 'Ethylbenzene', 'Ethylene glycol', 'Lead compounds', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Butyl alcohol']"
67003CNTRL124NO,['Phosphoric acid']
67003MRRSNRTE14,['Toluene']
67005DMSTXSOUTH,['Chlorine']
67005GNRLLSTROT,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', 'Chromium', 'Cobalt', 'Nickel', 'Nitric acid']"
67005HMTTMRTE2X,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
67005RCHTCSTROT,"['1,1,1-Trichloroethane', 'Chromium', 'Cobalt', 'Copper', 'Manganese', 'Nickel', 'Xylene (mixed isomers)']"
67005TTLPT1400S,"['1,2,4-Trimethylbenzene', '1,2-Dichloroethane', 'Ammonia', 'Benzene', 'Chlorine', 'Chromium', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Cumene', 'Cyclohexane', 'Ethylbenzene', 'Ethylene', 'Hydrogen fluoride', 'Molybdenum trioxide', 'Naphthalene', 'Nickel', 'Nickel compounds', 'Phenol', 'Propylene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'n-Hexane']"
67013KNSSC508IN,['Chromium']
67030HGHPL412NF,"['Ammonia', 'Benzene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67042CSTLD1835N,"['1,2,4-Trimethylbenzene', 'Benzene', 'Cyclohexane', 'Ethylbenzene', 'Toluene', 'Xylene (mixed isomers)']"
67042TXCRF1401S,"['1,2,4-Trimethylbenzene', '1,3-Butadiene', 'Acetone', 'Acetophenone', 'Ammonia', 'Arsenic compounds', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzene', 'Cadmium compounds', 'Chlorine', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Cobalt compounds', 'Copper compounds', 'Cresol (mixed isomers)', 'Cumene', 'Cumene hydroperoxide', 'Cyclohexane', 'Diethanolamine', 'Ethylbenzene', 'Ethylene', 'Ethylene glycol', 'Hydrogen fluoride', 'Lead compounds', 'Manganese compounds', 'Methanol', 'Molybdenum trioxide', 'Naphthalene', 'Nickel compounds', 'Phenol', 'Phosphoric acid', 'Polycyclic aromatic compounds', 'Propylene', 'Pyridine', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Hexane']"
67052PWNPL431IN,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Lead', 'Lead compounds']"
67056SKYLN920WE,['Diisocyanates']
67062HYFRG420WE,"['1,2,4-Trimethylbenzene', 'Certain glycol ethers', 'Chromium', 'Ethylbenzene', 'Lead', 'Manganese', 'Nickel', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67062XCLND200SO,['Xylene (mixed isomers)']
67063HLLSB220IN,['Xylene (mixed isomers)']
67063SSCTD400NO,"['Ammonia', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67101CLMNT5605N,"['Copper', 'Trichloroethylene']"
67104NTNLGRR1BO,['Zinc compounds']
67110MDWST110WM,"[""4,4'-Methylenedi(phenyl isocyanate)""]"
67114BCRLP405WE,"['Creosote', 'Manganese']"
67114FLLVS3017F,"['Chromium', 'Nickel']"
67114FTRFM1500S,"['Dichloromethane', 'Toluene diisocyanate (mixed isomers)']"
67114MSTRP1701S,['Xylene (mixed isomers)']
67114NRCRF810SC,"['1,2,4-Trimethylbenzene', 'Ethylbenzene', 'Methanol', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67118FRRRC142WB,"['Manganese', 'Nickel']"
67124XTRFC211PE,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
67147NTNLP2600W,"['Lead compounds', 'Zinc compounds']"
67152GCPRC102EH,['Methyl ethyl ketone']
67156BNNYS2000L,"['Barium', 'Cadmium', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67156GRFBRRT3BO,"['1,1,1-Trichloroethane', 'Methyl ethyl ketone', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)']"
67156KSQNC1STBS,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
67156RBBRM1616W,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates']"
67201BCHRC9709E,"['1,1,1-Trichloroethane', 'Acetone', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67201SPRRR1200E,"['Certain glycol ethers', 'Diethanolamine', 'Phosphoric acid']"
67201THCLM3600N,"['1,1-Dichloro-1-fluoroethane (HCFC-141b)', ""4,4'-Methylenedi(phenyl isocyanate)"", 'Ammonia', 'Certain glycol ethers', 'Diisocyanates', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Trichloroethylene', 'Trichlorofluoromethane (CFC-11)', 'Triethylamine', 'Xylene (mixed isomers)']"
67202KMNWP441NO,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67202KNSSP132NO,"['1,2,4-Trimethylbenzene', 'Ethylbenzene', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
67202SRVCB340NM,['Copper']
67202STFFN700EC,"['Ammonia', 'Nitric acid', 'Phosphoric acid']"
67203HHPRT1234W,"['1,1,1-Trichloroethane']"
67204DLDFD2929N,['Sodium nitrite']
67205CRLSN4601N,"['Chromium', 'Cobalt', 'Copper', 'Manganese', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67209CHNCP4219I,"['Acetone', 'Styrene', 'Toluene']"
67209LRJTC8220W,"['1,1,1-Trichloroethane', 'Dichloromethane', 'Methyl ethyl ketone', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene']"
67209PRCSN1643S,['Acetone']
67209SHRPL1520S,"['Acetone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid']"
67209SPRTC1444S,['Styrene']
67211BRDLN1025E,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67211GRDFN805EB,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Copper', 'Diisocyanates', 'Triethylamine']"
67211WCHTC3001E,['Phosphoric acid']
67213BGPRD701SW,"['1,2,4-Trimethylbenzene', 'Cumene', 'Ethylene glycol', 'Phosphoric acid', 'Toluene', 'Xylene (mixed isomers)']"
67213FRMLN2323S,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67213GLBNG1539S,['Trichloroethylene']
67213MTLFN1423S,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methyl ethyl ketone', 'Trichloroethylene']"
67213PRGNN1015S,"['Methyl ethyl ketone', 'Tetrachloroethylene']"
67213RCPTL1702S,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methyl ethyl ketone', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichloroethylene', 'Xylene (mixed isomers)']"
67213SSCTD1441S,"['1,1,1-Trichloroethane', 'Trichloroethylene']"
67213SSCTD1501S,"['1,1,1-Trichloroethane', 'Methyl ethyl ketone', 'Trichloroethylene']"
67214CRGLL1417N,"['Nickel', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'n-Hexane']"
67214CRGLL715E1,['Bromomethane']
67214DRBYR1100E,"['1,2,4-Trimethylbenzene', 'Ammonia', 'Benzene', 'Chlorine', 'Cyclohexane', 'Diethanolamine', 'Ethylbenzene', 'Hydrogen fluoride', 'Nickel', 'Phenol', 'Phosphoric acid', 'Propylene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)']"
67214KNSSP1110N,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methyl ethyl ketone', 'Trichloroethylene']"
67214NTNLB2050N,"['Ammonia', 'Chlorine dioxide', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67214PRNML1836N,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
67214TRMCN1020E,"['Chromium', 'Manganese', 'Methyl ethyl ketone', 'Nickel', 'Xylene (mixed isomers)']"
67215CSTMC3738N,"['Toluene', 'n-Butyl alcohol']"
67215FRSYS10200,['Freon 113 (CFC-113)']
67215JCSCM3301S,"['Certain glycol ethers', 'Chromium', 'Ethylbenzene', 'Ethylene glycol', 'Manganese', 'Methyl isobutyl ketone', 'Nickel', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67215RCNNC6040S,"['1-Chloro-1,1,2,2-tetrafluoroethane (HCFC-124a)', '1-Chloro-1,1-difluoroethane (HCFC-142b)', '2-Chloro-1,1,1,2-tetrafluoroethane (HCFC-124)', 'Antimony compounds', 'Chlorine', 'Chlorodifluoromethane (HCFC-22)', 'Chloroform', 'Dichlorodifluoromethane (CFC-12)', 'Dichlorofluoromethane (HCFC-21)', 'Dichlorotetrafluoroethane (CFC-114)', 'Freon 113 (CFC-113)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Monochloropentafluoroethane (CFC-115)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Trichlorofluoromethane (CFC-11)']"
67215VLCNC6200S,"['1,1,1-Trichloroethane', '1,2-Dichloroethane', '1,2-Dichloroethylene', '1,2-Dichloropropane', 'Ammonia', 'Asbestos (friable)', 'Bromine', 'Carbon tetrachloride', 'Chlorine', 'Chlorine dioxide', 'Chlorodifluoromethane (HCFC-22)', 'Chloroethane', 'Chloroform', 'Chloromethane', 'Chlorophenols', 'Dichlorodifluoromethane (CFC-12)', 'Dichloromethane', 'Dichlorotetrafluoroethane (CFC-114)', 'Ethylene', 'Hexachloro-1,3-butadiene', 'Hexachlorobenzene', 'Hexachloroethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Phenol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Trichloroethylene', 'Vinyl chloride', 'Vinylidene chloride', 'Zinc compounds']"
67216LBRCT1919E,"['Antimony compounds', 'Copper compounds', 'Zinc compounds']"
67217CPLND3200M,"['Copper', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Xylene (mixed isomers)']"
67217CSTMC2432S,['Toluene']
67217MRBLP4645P,['Styrene']
67217PPSCL101W4,"['Ammonia', 'Chlorine', 'Phosphoric acid']"
67217SMTHF2501S,"[""4,4'-Methylenedianiline"", 'Acetone', 'Styrene']"
67218CSSNR5800E,"['Acetone', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Dichloromethane', 'Lead', 'Methyl ethyl ketone', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Trichloroethylene']"
67219HSFDS2300N,['Ammonia']
67219HYSCX800E3,"['Chromium', 'Copper', 'Lead', 'Manganese', 'Nickel']"
67219LVBXC700E3,['Nitrate compounds (water dissociable; reportable only when in aqueous solution)']
67219NVRSL2824N,['Ethylene glycol']
67219RCRTN3050N,['Chlorodifluoromethane (HCFC-22)']
67219THCLM801E3,"['Chlorodifluoromethane (HCFC-22)', 'Copper']"
67219WLKPN2727O,"['Ethylbenzene', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'Zinc (fume or dust)', 'n-Butyl alcohol']"
67220KCHNG4111E,"['Chromium', 'Copper', 'Manganese', 'Nickel']"
67226CNTRY3351N,"['Barium', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Cobalt', 'Methyl methacrylate']"
67226CNTRY3550C,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Cobalt', 'Methyl methacrylate']"
67231RPRDC6601S,"[""4,4'-Methylenedianiline"", 'Acrylonitrile', 'Ammonia', 'Aniline', 'Cobalt', 'Cyclohexane', 'Cyclohexanol', 'Dimethylamine', 'Ethylene glycol', 'Formaldehyde', 'Formic acid', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Nickel', 'Propylene oxide', 'Toluene', 'o-Toluidine']"
